"cff = 2, order = 3, 2024-03-08 15:16:51.068191"
2101,0.9433828578225985,0.0009494296370335077,1072669725.12292,318.0012308653038,"{'OE1': 38738.22168890334, 'OE2': 38738.22168890334, 'OE3': 3204.1824900503802, 'OE4': 2284.531420408105, 'OE5': 2284.531420408105, 'OE6': 1852.8655227552574, 'OE7': 500.36806700760064, 'OE8': 406.7321566964658, 'OE9': 318.0012308653038}","{'OE1': 9.38483238338696, 'OE2': 6.280585238488319, 'OE3': 6.280507789688473, 'OE4': 8.515916424005571, 'OE5': 8.515916424005571, 'OE6': 0.21833126908322464, 'OE7': 6.063253517061451, 'OE8': 2.1312805993538415, 'OE9': 0.05423359952911658}"
2151,1.0001052073494066,0.0009355079978738549,670320008.2493123,249.57116197202458,"{'OE1': 38592.94870567051, 'OE2': 38592.94870567051, 'OE3': 2469.160711424326, 'OE4': 1750.029521314233, 'OE5': 1750.029521314233, 'OE6': 1416.9125752925938, 'OE7': 394.96573323841596, 'OE8': 320.38250844857527, 'OE9': 249.57116197202458}","{'OE1': 9.432519811064516, 'OE2': 6.2806980590029955, 'OE3': 6.280718117771208, 'OE4': 8.414522431225834, 'OE5': 8.414522431225834, 'OE6': 0.2131192727548662, 'OE7': 5.705113126113569, 'OE8': 2.1077876045067327, 'OE9': 0.04640977050442849}"
2201,1.0402847023487993,0.0008878981899843112,624410287.7226845,334.62048920216193,"{'OE1': 38430.154950866956, 'OE2': 38430.154950866956, 'OE3': 3182.5831950040524, 'OE4': 2241.008384097685, 'OE5': 2241.008384097685, 'OE6': 1810.1607689092693, 'OE7': 532.3519323920331, 'OE8': 430.8134277865675, 'OE9': 334.62048920216193}","{'OE1': 9.377842349379938, 'OE2': 6.2860622832467365, 'OE3': 6.286025804467958, 'OE4': 8.319351286638085, 'OE5': 8.319351286638085, 'OE6': 0.21444811861515645, 'OE7': 6.089488477789585, 'OE8': 2.036760601671424, 'OE9': 0.05529879033079155}"
2251,1.0571364278557667,0.0009622069116361387,264366687.2944977,366.0477703034647,"{'OE1': 38267.3028920288, 'OE2': 38267.3028920288, 'OE3': 3767.2598452177717, 'OE4': 2633.03788913433, 'OE5': 2633.03788913433, 'OE6': 2121.339231608516, 'OE7': 587.6143199437768, 'OE8': 474.2892988980375, 'OE9': 366.0477703034647}","{'OE1': 9.4380853121603, 'OE2': 6.278854563553556, 'OE3': 6.2789032849049935, 'OE4': 8.228140193304577, 'OE5': 8.228140193304577, 'OE6': 0.2028247657500809, 'OE7': 6.072782176057059, 'OE8': 2.014209040996957, 'OE9': 0.054543979587132335}"
2301,1.1133370339994144,0.0009795292671886822,205594174.32989445,404.56800880511713,"{'OE1': 38072.55782670539, 'OE2': 38072.55782670539, 'OE3': 4278.857005286093, 'OE4': 2966.9666349540316, 'OE5': 2966.9666349540316, 'OE6': 2382.6075120799474, 'OE7': 654.3173300952878, 'OE8': 526.5844095701206, 'OE9': 404.56800880511713}","{'OE1': 9.416845266044923, 'OE2': 6.268507787511248, 'OE3': 6.2685962846255725, 'OE4': 8.139574076239235, 'OE5': 8.139574076239235, 'OE6': 0.20943205762498818, 'OE7': 6.1276926453049825, 'OE8': 2.035538566520919, 'OE9': 0.051362514258167444}"
2351,1.1941527324297567,0.0009952176269062735,175652680.02919576,420.1248925046028,"{'OE1': 37843.56548019266, 'OE2': 37843.56548019266, 'OE3': 4564.034453307391, 'OE4': 3140.2048117167074, 'OE5': 3140.2048117167074, 'OE6': 2513.8608672378073, 'OE7': 686.1880420678478, 'OE8': 550.4336120321791, 'OE9': 420.1248925046028}","{'OE1': 9.41520742676489, 'OE2': 6.283042369180641, 'OE3': 6.283178680855363, 'OE4': 8.050593718954513, 'OE5': 8.050593718954513, 'OE6': 0.214805524688232, 'OE7': 5.990187171877794, 'OE8': 2.005828184591757, 'OE9': 0.05193387008761527}"
2401,1.217466788364618,0.0009867269147449248,230754919.45918992,446.5187939533614,"{'OE1': 37585.98391118809, 'OE2': 37585.98391118809, 'OE3': 4817.632289124885, 'OE4': 3301.5644837499003, 'OE5': 3301.5644837499003, 'OE6': 2631.80250800241, 'OE7': 737.4245203244974, 'OE8': 589.2534061825806, 'OE9': 446.5187939533614}","{'OE1': 9.437068298603647, 'OE2': 6.265448462740718, 'OE3': 6.26553602415952, 'OE4': 7.967287251048177, 'OE5': 7.967287251048177, 'OE6': 0.2343907315757452, 'OE7': 6.135728973493773, 'OE8': 1.9581504108920798, 'OE9': 0.04548167167986625}"
2451,1.1758477271296215,0.000973024704984322,260436891.92610198,457.08990516712436,"{'OE1': 37238.41559817931, 'OE2': 37238.41559817931, 'OE3': 5012.872245061848, 'OE4': 3420.5798562574164, 'OE5': 3420.5798562574164, 'OE6': 2712.407176343751, 'OE7': 766.6773141902931, 'OE8': 609.3744070152432, 'OE9': 457.08990516712436}","{'OE1': 9.39814313909224, 'OE2': 6.279114157126443, 'OE3': 6.279161649652636, 'OE4': 7.885462653561344, 'OE5': 7.885462653561344, 'OE6': 0.21881032828338154, 'OE7': 6.096333929567745, 'OE8': 1.93319884535644, 'OE9': 0.05034202075637595}"
2501,1.2883555687026274,0.0010417076353271895,276650833.1688993,435.44644437090534,"{'OE1': 36805.02688999243, 'OE2': 36805.026889992434, 'OE3': 5173.414644014257, 'OE4': 3494.91123550963, 'OE5': 3494.91123550963, 'OE6': 2755.7922257006558, 'OE7': 742.5762810195955, 'OE8': 586.7309309598262, 'OE9': 435.44644437090534}","{'OE1': 9.454832477106226, 'OE2': 6.277696353676862, 'OE3': 6.2777244529426035, 'OE4': 7.805967588730334, 'OE5': 7.805967588730334, 'OE6': 0.22294884809373347, 'OE7': 6.123997258311336, 'OE8': 1.9186017923029524, 'OE9': 0.05152301116745206}"
2551,1.338160593604698,0.0010134056613519229,274189806.37535185,433.2922534736017,"{'OE1': 36334.32032238546, 'OE2': 36334.32032238546, 'OE3': 5147.414827633708, 'OE4': 3463.8086872707145, 'OE5': 3463.8086872707145, 'OE6': 2712.8563157780345, 'OE7': 753.5550336184109, 'OE8': 591.4744351560868, 'OE9': 433.2922534736017}","{'OE1': 9.41198854907894, 'OE2': 6.277107643229082, 'OE3': 6.2770568492861125, 'OE4': 7.729047657890984, 'OE5': 7.729047657890984, 'OE6': 0.2340687193546559, 'OE7': 6.061209501683146, 'OE8': 1.9362761657122323, 'OE9': 0.05235173197266289}"
2601,1.325198107817414,0.001094068633760657,247474945.58091214,365.0984113822323,"{'OE1': 35822.22914274913, 'OE2': 35822.22914274913, 'OE3': 4858.444926549772, 'OE4': 3242.6121749853983, 'OE5': 3242.6121749853983, 'OE6': 2519.5389685491327, 'OE7': 651.0040539716, 'OE8': 507.1934593906223, 'OE9': 365.0984113822323}","{'OE1': 9.45816814543059, 'OE2': 6.279572335532913, 'OE3': 6.279522333648732, 'OE4': 7.653931702818539, 'OE5': 7.653931702818539, 'OE6': 0.20702932205194724, 'OE7': 6.11564329374349, 'OE8': 1.855337795903541, 'OE9': 0.04735610556008352}"
2651,1.378251220421589,0.000998474464947734,217273458.45954478,367.0688342997819,"{'OE1': 35101.33004432747, 'OE2': 35101.33004432747, 'OE3': 4561.5310412110875, 'OE4': 3039.0482046714355, 'OE5': 3039.0482046714355, 'OE6': 2336.8369955764806, 'OE7': 675.0524110252525, 'OE8': 520.5310500983909, 'OE9': 367.0688342997819}","{'OE1': 9.415735386200774, 'OE2': 6.271249530536565, 'OE3': 6.27122830021104, 'OE4': 7.582246927106582, 'OE5': 7.582246927106582, 'OE6': 0.21054456272745847, 'OE7': 6.11341883618185, 'OE8': 1.8751657680634595, 'OE9': 0.051470672988091604}"
2701,1.4917415942436492,0.0011173644207378135,196515355.24130538,325.4112099941573,"{'OE1': 34168.24354207908, 'OE2': 34168.243542079086, 'OE3': 4789.969173680112, 'OE4': 3174.4097557886257, 'OE5': 3174.4097557886257, 'OE6': 2409.5215909707467, 'OE7': 623.4836494641531, 'OE8': 474.780931616206, 'OE9': 325.4112099941573}","{'OE1': 9.397313780780078, 'OE2': 6.147927347426342, 'OE3': 6.147934208883657, 'OE4': 7.511096620618117, 'OE5': 7.511096620618117, 'OE6': 0.20858084620598827, 'OE7': 6.062008785906526, 'OE8': 1.8487718497111314, 'OE9': 0.05070355587199177}"
2751,1.4548716430026616,0.001063528685086492,157038987.6122792,328.1603524179878,"{'OE1': 33049.871760948015, 'OE2': 33049.871760948015, 'OE3': 4832.52507705464, 'OE4': 3188.9634142136442, 'OE5': 3188.9634142136442, 'OE6': 2385.2826158571256, 'OE7': 662.3681583448289, 'OE8': 497.1020489373822, 'OE9': 328.1603524179878}","{'OE1': 9.364222720304706, 'OE2': 6.139291669788548, 'OE3': 6.139176009517065, 'OE4': 7.442748740600523, 'OE5': 7.442748740600523, 'OE6': 0.21608680960521764, 'OE7': 6.131586618533906, 'OE8': 1.8274927768369078, 'OE9': 0.04973986454051166}"
2801,1.4661261451547034,0.0010713056111281026,133262425.86948395,277.83384187272094,"{'OE1': 31259.744784071863, 'OE2': 31259.74478407186, 'OE3': 4660.794422823968, 'OE4': 3052.8734828713646, 'OE5': 3052.8734828713646, 'OE6': 2229.6432024756878, 'OE7': 612.2496663400308, 'OE8': 448.9121277794108, 'OE9': 277.83384187272094}","{'OE1': 9.448300347919538, 'OE2': 5.881140360078859, 'OE3': 5.881095282426145, 'OE4': 7.375774445866817, 'OE5': 7.375774445866817, 'OE6': 0.2179664429578001, 'OE7': 5.99129140289442, 'OE8': 1.8428620164921756, 'OE9': 0.04828082710854262}"
2851,1.509592551255082,0.0010883860091073737,110444944.83070461,219.0227410687453,"{'OE1': 28710.59995343712, 'OE2': 28710.59995343712, 'OE3': 4309.371776857414, 'OE4': 2816.221596173824, 'OE5': 2816.221596173824, 'OE6': 1994.744329069806, 'OE7': 547.924234359634, 'OE8': 389.90836637040945, 'OE9': 219.0227410687453}","{'OE1': 9.44321032223866, 'OE2': 6.009366906624061, 'OE3': 6.009368509300033, 'OE4': 7.310510064103315, 'OE5': 7.310510064103315, 'OE6': 0.22918845623289136, 'OE7': 6.049598672436993, 'OE8': 1.8332938563102976, 'OE9': 0.053910989697890516}"
2901,1.6011024349718355,0.0011108903595540693,68491670.21884885,133.39729789400985,"{'OE1': 24093.630550103764, 'OE2': 24093.630550103764, 'OE3': 3598.8448729116717, 'OE4': 2336.939426343846, 'OE5': 2336.939426343846, 'OE6': 1564.6888813663643, 'OE7': 418.9263066053407, 'OE8': 282.5602889540685, 'OE9': 133.39729789400985}","{'OE1': 9.411514550820577, 'OE2': 6.009202670543845, 'OE3': 6.009134669175149, 'OE4': 7.246195378376791, 'OE5': 7.24619537837677, 'OE6': 0.2298613629372177, 'OE7': 6.037839502284035, 'OE8': 1.8410745064243592, 'OE9': 0.056468779645108214}"
2951,1.63655002638734,0.0011284607068062751,23782637.103742477,45.75792184216698,"{'OE1': 15673.037787734855, 'OE2': 15673.037787734855, 'OE3': 2320.755533747402, 'OE4': 1500.3609303468525, 'OE5': 1500.3609303468525, 'OE6': 878.303530956023, 'OE7': 235.8424152534093, 'OE8': 140.16978864782928, 'OE9': 45.75792184216698}","{'OE1': 9.390689138650027, 'OE2': 5.884876000488092, 'OE3': 5.884814590310848, 'OE4': 7.18676978766506, 'OE5': 7.18676978766506, 'OE6': 0.21134872640072716, 'OE7': 6.123202668504364, 'OE8': 1.812279279773076, 'OE9': 0.04716449288479432}"
3001,1.6267005843574225,0.0010870471840829729,2522607.105575564,5.097030446462125,"{'OE1': 7804.988536755898, 'OE2': 7804.988536755898, 'OE3': 1118.2236759241225, 'OE4': 720.4316695293531, 'OE5': 720.4316695293531, 'OE6': 265.1010163565827, 'OE7': 79.95332597069827, 'OE8': 31.179665400403227, 'OE9': 5.097030446462125}","{'OE1': 9.45800037616028, 'OE2': 5.73951478201179, 'OE3': 5.739505203909678, 'OE4': 7.1270848995227984, 'OE5': 7.127084899522776, 'OE6': 0.22730019568911936, 'OE7': 6.094366017294188, 'OE8': 1.7363053293770871, 'OE9': 0.049624541908747544}"
3051,1.732118931239711,0.0011513236955881757,889817.598189435,1.7290503878613546,"{'OE1': 7566.220420750576, 'OE2': 7566.220420750576, 'OE3': 1067.7684449421731, 'OE4': 682.8629435873715, 'OE5': 682.8629435873715, 'OE6': 169.94349464119725, 'OE7': 45.27066068286249, 'OE8': 11.295774839069939, 'OE9': 1.7290503878613546}","{'OE1': 9.401873746722751, 'OE2': 5.745326568834486, 'OE3': 5.745356276500917, 'OE4': 7.065821321475806, 'OE5': 7.065821321475806, 'OE6': 0.20875642924330406, 'OE7': 6.075951781956068, 'OE8': 1.7148477963007929, 'OE9': 0.051403130577875183}"
3101,1.757760923054775,0.0011270790525305559,1135404.3659973885,2.310692084359501,"{'OE1': 8003.461095306527, 'OE2': 8003.461095306527, 'OE3': 1139.0941865389639, 'OE4': 726.5608096903211, 'OE5': 726.5608096903211, 'OE6': 192.84341018177403, 'OE7': 53.68704604731797, 'OE8': 14.30298729723571, 'OE9': 2.310692084359501}","{'OE1': 9.403240310927925, 'OE2': 5.609481824550084, 'OE3': 5.609567185390459, 'OE4': 7.008827016430513, 'OE5': 7.008827016430513, 'OE6': 0.22251785213678577, 'OE7': 5.997766301495082, 'OE8': 1.7373906437158326, 'OE9': 0.05137365034617636}"
3151,1.8818943145060985,0.0011983541398862263,506948.91341299406,1.0151860452454249,"{'OE1': 6818.099746404249, 'OE2': 6818.099746404249, 'OE3': 961.1259540193697, 'OE4': 611.7004363602134, 'OE5': 611.7004363602134, 'OE6': 131.38391774540654, 'OE7': 34.3641953140621, 'OE8': 7.3824076410367745, 'OE9': 1.0151860452454249}","{'OE1': 9.426830033925544, 'OE2': 5.4766838608668476, 'OE3': 5.47666508656946, 'OE4': 6.954056646406807, 'OE5': 6.954056646406807, 'OE6': 0.22207513017857894, 'OE7': 6.14665141792146, 'OE8': 1.7312423954590752, 'OE9': 0.04931894399550385}"
3201,1.8924989606712188,0.0011858534956498642,707488.5403178446,1.500890327730715,"{'OE1': 7510.242541061911, 'OE2': 7510.242541061911, 'OE3': 1047.4091940997585, 'OE4': 664.647848325302, 'OE5': 664.647848325302, 'OE6': 157.6566067881009, 'OE7': 41.655306374677934, 'OE8': 9.907087509476925, 'OE9': 1.500890327730715}","{'OE1': 9.490731819437448, 'OE2': 5.739798800462152, 'OE3': 5.73977251305893, 'OE4': 6.899779271226817, 'OE5': 6.899779271226817, 'OE6': 0.2202021316819855, 'OE7': 5.677028012341771, 'OE8': 1.6892348783410258, 'OE9': 0.051063221821850496}"
3251,1.8907842556704963,0.0011850350707643946,897287.2540496931,1.9319578984298762,"{'OE1': 8017.8506208784665, 'OE2': 8017.8506208784665, 'OE3': 1089.6086673758452, 'OE4': 687.7328398159216, 'OE5': 687.7328398159216, 'OE6': 174.82621868290684, 'OE7': 46.77683678713673, 'OE8': 11.931411535792057, 'OE9': 1.9319578984298762}","{'OE1': 9.386917608249929, 'OE2': 5.602088900074157, 'OE3': 5.735405894323678, 'OE4': 6.848199906407039, 'OE5': 6.848199906407039, 'OE6': 0.20921884428475956, 'OE7': 6.109362565011555, 'OE8': 1.6443417363261807, 'OE9': 0.05225036736434818}"
3301,1.8845120246837723,0.0011657839362660253,893291.2294961251,1.9540481625606274,"{'OE1': 7993.698507480544, 'OE2': 7993.698507480544, 'OE3': 1058.4752613374278, 'OE4': 666.3602729113252, 'OE5': 666.3602729113252, 'OE6': 171.6111030573992, 'OE7': 46.7549638816225, 'OE8': 12.081532957922581, 'OE9': 1.9540481625606274}","{'OE1': 9.444181941776085, 'OE2': 5.737095578635143, 'OE3': 5.737131437832417, 'OE4': 6.794669160699691, 'OE5': 6.794669160699691, 'OE6': 0.22329520653522517, 'OE7': 6.095897852282322, 'OE8': 1.6729440513728013, 'OE9': 0.052278229240223795}"
3351,2.019149293020746,0.0011839771811142058,780528.6138111152,1.6885166440727852,"{'OE1': 7632.634669951972, 'OE2': 7632.634669951972, 'OE3': 1008.8603264165885, 'OE4': 632.5207762563571, 'OE5': 632.5207762563571, 'OE6': 159.09159988749184, 'OE7': 43.46785667714343, 'OE8': 10.963802052353538, 'OE9': 1.6885166440727852}","{'OE1': 9.40242013287689, 'OE2': 5.3369720791263475, 'OE3': 5.336989699670518, 'OE4': 6.74357977709521, 'OE5': 6.74357977709521, 'OE6': 0.21991286326153026, 'OE7': 6.01895083431755, 'OE8': 1.6548406665904274, 'OE9': 0.048802812852432514}"
3401,2.0544760535731257,0.0011635124141665186,679527.8747119616,1.5073721911945577,"{'OE1': 7278.7457413740685, 'OE2': 7278.7457413740685, 'OE3': 954.5973027205137, 'OE4': 596.8965963005584, 'OE5': 596.8965963005584, 'OE6': 146.49627436673674, 'OE7': 41.38028331212104, 'OE8': 10.177966224354726, 'OE9': 1.5073721911945577}","{'OE1': 9.395049629425626, 'OE2': 5.33872948055965, 'OE3': 5.3387568398517615, 'OE4': 6.6931213709149, 'OE5': 6.6931213709149, 'OE6': 0.22823272554967883, 'OE7': 6.086110827916162, 'OE8': 1.6464074273424953, 'OE9': 0.048641622915474775}"
3451,2.1223927177197766,0.0012377386432346942,582589.685482511,1.231286477100036,"{'OE1': 7187.949236964453, 'OE2': 7187.949236964452, 'OE3': 926.3076170681209, 'OE4': 577.9587458624355, 'OE5': 577.9587458624355, 'OE6': 136.68815590083352, 'OE7': 35.77096166814155, 'OE8': 8.477051472625654, 'OE9': 1.231286477100036}","{'OE1': 9.471400636530301, 'OE2': 5.334620396668868, 'OE3': 5.3346025028273125, 'OE4': 6.643304938522654, 'OE5': 6.643304938522675, 'OE6': 0.22402689009380694, 'OE7': 6.0671782688521425, 'OE8': 1.6353416624995154, 'OE9': 0.05092584063477368}"
3501,2.1009283453931857,0.0010676171368644918,597425.2955472647,1.4668068927094047,"{'OE1': 7198.117409372927, 'OE2': 7198.117409372927, 'OE3': 911.3184872012209, 'OE4': 566.3109403839543, 'OE5': 566.3109403839543, 'OE6': 135.9975550019775, 'OE7': 41.922364637675976, 'OE8': 10.09357687723195, 'OE9': 1.4668068927094047}","{'OE1': 9.422624886027315, 'OE2': 5.335427210899333, 'OE3': 5.335353094777204, 'OE4': 6.598106128562935, 'OE5': 6.598106128562935, 'OE6': 0.22254665735067486, 'OE7': 6.1988675094822465, 'OE8': 1.6262809302264756, 'OE9': 0.04637276817384395}"
3551,2.175667071465341,0.0012522586802213413,576920.5417764753,1.18321829531468,"{'OE1': 7067.301685395182, 'OE2': 7067.301685395182, 'OE3': 878.8796287266902, 'OE4': 544.4609290538726, 'OE5': 544.4609290538726, 'OE6': 130.67583779972662, 'OE7': 34.353170269008416, 'OE8': 8.263746987645423, 'OE9': 1.18321829531468}","{'OE1': 9.405941041537023, 'OE2': 5.340893301362488, 'OE3': 5.340904310323076, 'OE4': 6.551523568297602, 'OE5': 6.551523568297602, 'OE6': 0.2184837582903676, 'OE7': 6.126820094865062, 'OE8': 1.6100162388813315, 'OE9': 0.04733957451315679}"
3601,2.2285116978528094,0.001250129230338396,513361.76938257215,1.0375851976385095,"{'OE1': 6815.514754394732, 'OE2': 6815.514754394732, 'OE3': 826.8565444322867, 'OE4': 511.19922292517987, 'OE5': 511.19922292517987, 'OE6': 120.41047097536878, 'OE7': 31.791145923036165, 'OE8': 7.509259247285709, 'OE9': 1.0375851976385095}","{'OE1': 9.420100855269771, 'OE2': 5.475362385692667, 'OE3': 5.475494793787959, 'OE4': 6.506151442272958, 'OE5': 6.506151442272936, 'OE6': 0.21701213560296986, 'OE7': 6.171857577951332, 'OE8': 1.5887391249106104, 'OE9': 0.05031357831864425}"
3651,2.2400416705086172,0.0012619092336133128,454174.3711081671,0.8943686527427352,"{'OE1': 6548.032604053764, 'OE2': 6548.032604053764, 'OE3': 774.216057649104, 'OE4': 477.06948134758085, 'OE5': 477.06948134758085, 'OE6': 110.11814085738123, 'OE7': 29.140321983112486, 'OE8': 6.734625078654158, 'OE9': 0.8943686527427352}","{'OE1': 9.438531586056335, 'OE2': 5.214817656910142, 'OE3': 5.214830282868574, 'OE4': 6.462161742260185, 'OE5': 6.462161742260185, 'OE6': 0.21862928035193255, 'OE7': 6.236542936981699, 'OE8': 1.6191201048027026, 'OE9': 0.051295654323845336}"
3701,2.319189647191706,0.001223138976426067,397147.73627642565,0.7908841828958082,"{'OE1': 6262.066037367767, 'OE2': 6262.066037367767, 'OE3': 721.5410697092476, 'OE4': 442.99023210780973, 'OE5': 442.99023210780973, 'OE6': 99.65829597441487, 'OE7': 27.630733110088652, 'OE8': 6.216367782839246, 'OE9': 0.7908841828958082}","{'OE1': 9.423025421018654, 'OE2': 5.207256450318356, 'OE3': 5.2072331251240485, 'OE4': 6.417452007770665, 'OE5': 6.417452007770665, 'OE6': 0.227596419738684, 'OE7': 6.023553846005893, 'OE8': 1.5910291751807057, 'OE9': 0.04955583410861712}"
3751,2.2899416954364824,0.001264919997715407,325078.2977637927,0.6125248096706727,"{'OE1': 5932.899515471572, 'OE2': 5932.899515471573, 'OE3': 666.1416417124392, 'OE4': 408.38879499986945, 'OE5': 408.38879499986945, 'OE6': 88.58832750669825, 'OE7': 23.53491787925357, 'OE8': 5.09961102014161, 'OE9': 0.6125248096706727}","{'OE1': 9.400017125848398, 'OE2': 5.18956822722042, 'OE3': 5.189673386370552, 'OE4': 6.373364769316222, 'OE5': 6.3733647693162, 'OE6': 0.23352048699149586, 'OE7': 6.130677087783891, 'OE8': 1.5979612093909417, 'OE9': 0.05052532044681847}"
3801,2.473484104200452,0.00127775826537219,276457.5515019978,0.5029432027637044,"{'OE1': 5613.3429507945175, 'OE2': 5613.3429507945175, 'OE3': 614.117260974193, 'OE4': 376.0576948113198, 'OE5': 376.0576948113198, 'OE6': 78.44969407059035, 'OE7': 21.190345062082805, 'OE8': 4.411621104872796, 'OE9': 0.5029432027637044}","{'OE1': 9.413156138486443, 'OE2': 5.079731899551875, 'OE3': 5.07974128586191, 'OE4': 6.332232644656775, 'OE5': 6.332232644656775, 'OE6': 0.21498157637710652, 'OE7': 6.027527196822621, 'OE8': 1.577790936896951, 'OE9': 0.05003706335863167}"
3851,2.4299357373024577,0.0012589541682324317,225696.97692534843,0.4052107765297312,"{'OE1': 5309.56519266051, 'OE2': 5309.56519266051, 'OE3': 563.4384234671389, 'OE4': 344.0908800168967, 'OE5': 344.0908800168967, 'OE6': 68.73497506671694, 'OE7': 18.915869554315872, 'OE8': 3.7662303736939324, 'OE9': 0.4052107765297312}","{'OE1': 9.427337449240078, 'OE2': 5.205854777246702, 'OE3': 5.205849625066099, 'OE4': 6.29137665120567, 'OE5': 6.29137665120567, 'OE6': 0.2141407115017585, 'OE7': 6.1507727253574025, 'OE8': 1.5774017422147355, 'OE9': 0.04955786964466871}"
3901,2.4692054197998914,0.0012394213116241576,180741.77154447662,0.31967753243966734,"{'OE1': 4988.465074878582, 'OE2': 4988.465074878582, 'OE3': 513.4080827625744, 'OE4': 312.96377877730197, 'OE5': 312.96377877730197, 'OE6': 59.46192537106847, 'OE7': 16.697532770277355, 'OE8': 3.1560730075719623, 'OE9': 0.31967753243966734}","{'OE1': 9.459260794928866, 'OE2': 5.19442633232112, 'OE3': 5.194407231219881, 'OE4': 6.250295956843855, 'OE5': 6.250295956843855, 'OE6': 0.2139366907350393, 'OE7': 6.084894282163262, 'OE8': 1.5611395924803446, 'OE9': 0.05199063296160163}"
3951,2.617798627328739,0.0013715026467016576,141705.73041970978,0.219533726180267,"{'OE1': 4690.063914819305, 'OE2': 4690.063914819305, 'OE3': 468.23069770987473, 'OE4': 284.70442047486455, 'OE5': 284.70442047486455, 'OE6': 51.34306095913894, 'OE7': 12.920181953749585, 'OE8': 2.313651699176777, 'OE9': 0.219533726180267}","{'OE1': 9.41829062896106, 'OE2': 4.800074435543712, 'OE3': 4.800093907640926, 'OE4': 6.209898246638576, 'OE5': 6.209898246638576, 'OE6': 0.22147681529140012, 'OE7': 5.724667440204503, 'OE8': 1.5134682614674377, 'OE9': 0.053668841090311295}"
4001,2.666832417529804,0.001254552508337935,113839.19812852787,0.18657892151179256,"{'OE1': 4410.080857739795, 'OE2': 4410.080857739795, 'OE3': 427.1425787248452, 'OE4': 259.4200208025308, 'OE5': 259.4200208025308, 'OE6': 44.236305919006725, 'OE7': 12.343993058547031, 'OE8': 2.088149214701766, 'OE9': 0.18657892151179256}","{'OE1': 9.439533332269415, 'OE2': 5.070204696459322, 'OE3': 5.070193252454095, 'OE4': 6.172829336262495, 'OE5': 6.172829336262495, 'OE6': 0.21192777026966936, 'OE7': 6.125887296463278, 'OE8': 1.5107668826270801, 'OE9': 0.051355958867228435}"
